original_trip_id,origin_lat,origin_lon,dest_lat,dest_lon,bike_duration,bike_distance,walktransit_duration,walktransit_distance,n_segments_walktransit,modes_used_walktransit,multimodal_duration,multimodal_distance,n_segments_multimodal,modes_used_multimodal
000EDF44C3F9B0A2,42.371141,-71.076198,42.365444861374,-71.0827714204788,7.2,1126,18.2,1088,1,WALK,7.2,1126,1,BICYCLE
002D4F3752EA4413,42.377945,-71.116865,42.3558543552201,-71.0545974599881,59.1,7658,38.1,6723,3,WALK + SUBWAY,34.3,6800,3,BICYCLE + SUBWAY + WALK
004013438469FA08,42.372076579154,-71.0899543390588,42.345392,-71.069616,43.1,5006,31.7,5872,7,WALK + BUS + SUBWAY,29.5,5267,5,BICYCLE + SUBWAY + WALK + BUS
00425015B6BCEB25,42.3436658245146,-71.0858237743378,42.3229311719595,-71.1001414060593,18.5,3208,14.6,3009,3,WALK + SUBWAY,12.8,3186,3,BICYCLE + SUBWAY + WALK
005488A2E82FFF3E,42.36507,-71.1031,42.366277,-71.09169,11.9,1526,12.8,2257,4,WALK + BUS,11.9,1526,1,BICYCLE
0086DEDCB9B45741,42.316966,-71.104374,42.3362444479688,-71.0879856348038,15.1,2717,12.2,2867,3,WALK + SUBWAY,15.1,2717,1,BICYCLE
009331EA548987A6,42.378722429,-71.10695374,42.36507,-71.1031,19.7,2633,14.9,2173,3,WALK + BUS,17,2358,3,BICYCLE + BUS + WALK
009525F372831AEF,42.3844522563584,-71.0751485452965,42.408156,-71.0429,36.9,4539,27.9,4931,3,WALK + BUS,25.5,4679,4,BICYCLE + BUS + WALK
00A7373034CE7946,42.352052,-71.07036,42.3613583766225,-71.0967027397783,32,3332,13.7,3371,5,WALK + TRAM + BUS,19.3,3372,3,BICYCLE + BUS + WALK
00B4C28A0FB98537,42.363564989894,-71.1004418404809,42.377309,-71.094428,20.2,2645,24.4,1961,3,WALK + BUS,20.2,2645,1,BICYCLE
00BDE36F0D988320,42.3502102,-71.0446705,42.3187027453201,-71.0588997766172,38,5837,28.7,5684,5,WALK + BUS + RAIL,26.8,5095,7,BICYCLE + BUS + WALK + SUBWAY
00CB4150CA9567FA,42.359716654,-71.101237655,42.3474062052521,-71.0867841495565,26.9,2418,14.8,2320,3,WALK + BUS,11.1,2405,3,BICYCLE + BUS + WALK
00F5468091F6E439,42.369885,-71.069957,42.3660879738868,-71.0863360390977,12.8,2019,28.9,1793,1,WALK,12.8,2019,1,BICYCLE
00FBA33283F7D46A,42.3556012132793,-71.1039447784424,42.348717,-71.085954,25.2,2922,19.4,3574,5,WALK + BUS,18,2854,3,BICYCLE + BUS + WALK
0122255CBCD484B1,42.3465200399841,-71.0806577654512,42.3391085,-71.0514432,27.9,3921,17.4,3832,5,WALK + TRAM + BUS,17.1,3155,3,BICYCLE + BUS + WALK
0142ADBAD6B04066,42.346433878,-71.080476046,42.3362444479688,-71.0879856348038,9.4,1616,16.7,1743,3,WALK + TRAM,9.4,1616,1,BICYCLE
01731BB9E46DD79C,42.3436905571975,-71.1023528688111,42.3229311719595,-71.1001414060593,21.2,3148,16.8,4381,4,WALK + BUS + SUBWAY,18,3665,3,BICYCLE + SUBWAY + WALK
017BBBE4E0881A0B,42.3922328400463,-71.0774660110474,42.3930184003539,-71.0807168483734,2.1,383,6.8,401,1,WALK,2.1,383,1,BICYCLE
017DC687DF02BCB7,42.3695529775651,-71.0857901498093,42.368605242482,-71.0993018560566,18.1,2666,18.5,2052,2,WALK + BUS,10.8,1997,3,BICYCLE + BUS + WALK
0186C60AA022F16D,42.3553350194126,-71.0582291708306,42.3488038228339,-71.0823690891266,29.5,3283,20.7,2904,3,WALK + BUS,22.4,3113,3,BICYCLE + TRAM + WALK
01AC60072D67FF0C,42.3625,-71.08822,42.3602737045493,-71.1285245232739,28.5,4299,26,4976,3,WALK + BUS,28.5,4299,1,BICYCLE
01ADCF6A16D41101,42.36507,-71.1031,42.36507,-71.1031,0.1,104,0.2,104,1,WALK,0.1,104,1,BICYCLE
01B2EA3B4BF03BA5,42.344742247728,-71.0764816217579,42.3436658245146,-71.0858237743378,8,1303,18.3,1223,1,WALK,8,1303,1,BICYCLE
01F7A4F184847963,42.3622417865092,-71.0831107199192,42.3647389869179,-71.0593490302563,22.4,3201,16.9,3663,4,WALK + SUBWAY + TRAM,19.6,3215,3,BICYCLE + TRAM + WALK
02331C18E2746E21,42.3401151224924,-71.1006188392639,42.3446506288783,-71.0973250122697,5.6,787,13.7,910,1,WALK,5.6,787,1,BICYCLE
02490170F3BBCB7A,42.324173,-71.10196,42.309796,-71.092225,15.3,2494,10.6,2081,2,WALK + BUS,12.6,3234,3,BICYCLE + BUS + WALK
0255BEC3A4E319D6,42.357143,-71.050699,42.3474062052521,-71.0867841495565,40.1,4431,22.2,3950,4,WALK + SUBWAY + TRAM,25.3,4389,3,BICYCLE + TRAM + WALK
027EB34E6A79078D,42.3719772596339,-71.0758584738323,42.3730797979349,-71.0863423366573,6.8,1087,12.2,1861,3,WALK + BUS,6.8,1087,1,BICYCLE
028667AB31964085,42.3670740714909,-71.0767927765846,42.3528376,-71.1296752,42.5,6058,41.7,6126,5,WALK + SUBWAY + BUS,28.9,6695,5,BICYCLE + BUS + WALK
02F93AD02A00CADD,42.34392786,-71.085992694,42.360859373533,-71.0855185800756,29.5,2624,22.2,2645,3,WALK + BUS,23.4,2789,3,BICYCLE + BUS + WALK
02FA2E10027E3778,42.3670740714909,-71.0767927765846,42.3664467385295,-71.0765460133553,0.9,22,1.5,210,1,WALK,0.9,22,1,BICYCLE
033216A459D14FB6,42.370744,-71.044201,42.3688440828983,-71.0397782921791,2.5,469,7.5,482,1,WALK,2.5,469,1,BICYCLE
037C367BEFD30ED9,42.3733287988741,-71.1209860108011,42.3617874106619,-71.1439311132745,26.6,3994,14.8,2785,3,WALK + BUS,17.7,2775,3,BICYCLE + BUS + WALK
0381A397520E525D,42.396386809455,-71.1201130600603,42.3719772596339,-71.0758584738323,26.5,4755,19,6026,5,WALK + BUS + TRAM,18.7,5858,3,BICYCLE + TRAM + WALK
03B5BD1C00105A67,42.3895243630576,-71.1169414036431,42.373268,-71.118579,21.4,2514,9.5,1998,2,WALK + SUBWAY,14.5,2518,5,BICYCLE + BUS + WALK + SUBWAY
03BCE7CC365F5412,42.3555362848971,-71.0728687047958,42.3515860011985,-71.0456925630569,30.5,3014,22.1,3091,5,WALK + TRAM + SUBWAY + BUS,22.3,3605,5,BICYCLE + SUBWAY + WALK + BUS
0427376C54A2D65C,42.3515966246532,-71.0756166279316,42.3446506288783,-71.0973250122697,20,2549,19.2,2633,5,WALK + TRAM + BUS,20,2549,1,BICYCLE
04310710C81AD03B,42.3474062052521,-71.0867841495565,42.3495301689038,-71.1302277074174,33,4945,22.7,3925,3,WALK + TRAM,24.7,4452,3,BICYCLE + BUS + WALK
045E1A33A543E3F3,42.3446506288783,-71.0973250122697,42.3499282823006,-71.0773920686643,23,2048,19.8,2294,3,WALK + TRAM,13.3,2145,3,BICYCLE + TRAM + WALK
04610B5BA7F7F782,42.3178602058999,-71.0779862852724,42.3178602058999,-71.0779862852724,0.1,79,0.1,79,1,WALK,0.1,79,1,BICYCLE
0484B31265325BF3,42.3516920188597,-71.1190348863602,42.3465512417536,-71.1283321143128,8.6,1384,12.1,1996,5,WALK + TRAM + BUS,8.6,1384,1,BICYCLE
049586A6155932BF,42.366426,-71.105495,42.3613583766225,-71.0967027397783,9.7,1268,6.8,1216,3,WALK + BUS,9.7,1268,1,BICYCLE
04AB4CC8FB99936A,42.3604413562312,-71.0504394024611,42.3531780918625,-71.0481735692338,14.3,1323,19,1113,1,WALK,14.3,1323,1,BICYCLE
04AD8F54D343B4DC,42.3528376,-71.1296752,42.369931,-71.073526,43.1,6179,50.9,7586,4,WALK + BUS,43.1,6179,1,BICYCLE
04AFA3BED90195E5,42.3391085,-71.0514432,42.344137,-71.052608,7.4,870,14,915,1,WALK,7.4,870,1,BICYCLE
04D8A5083F78B030,42.3332925471918,-71.1012464761734,42.344742247728,-71.0764816217579,19.7,3242,21.7,2782,3,WALK + BUS,19.7,3242,1,BICYCLE
054DEDFBE7973242,42.348717,-71.085954,42.3555362848971,-71.0728687047958,17,1739,16.8,2177,3,WALK + TRAM,17,1739,1,BICYCLE
05615C02921ED105,42.365673,-71.064263,42.34949599514,-71.1005759239197,27.1,4341,28.2,5127,3,WALK + TRAM,27.1,4341,1,BICYCLE
056D7C980E0ED402,42.3607929685827,-71.0711896233715,42.370803,-71.104412,29.7,4472,16,3242,5,WALK + SUBWAY + BUS,20.3,3520,3,BICYCLE + BUS + WALK
05989A16A00B06C1,42.3630037815601,-71.089740377065,42.3689518054073,-71.1099877953529,17.2,2622,19.2,2072,3,WALK + BUS,14.3,2361,3,BICYCLE + BUS + WALK
05C5BCB8E4A15D8E,42.3655072850565,-71.0801375997653,42.339858271263,-71.1342117109598,49.9,7311,42.2,7353,5,WALK + BUS + TRAM,36.4,7379,5,BICYCLE + BUS + WALK + TRAM
05D7EABE98AF24E0,42.3604413562312,-71.0504394024611,42.362811,-71.056067,8.9,633,9.9,591,1,WALK,8.9,633,1,BICYCLE
05DFAC3EB2EE706E,42.3278431747869,-71.1253622174263,42.3436658245146,-71.0858237743378,36.5,5344,28.3,5098,3,WALK + TRAM,28.1,5098,3,BICYCLE + TRAM + WALK
062AC8206774A5D6,42.3516920188597,-71.1190348863602,42.350406,-71.108279,11.4,1000,6.3,1111,3,WALK + BUS,11.4,1000,1,BICYCLE
0646976D4C663336,42.3229311719595,-71.1001414060593,42.338629,-71.1065,19.1,2906,15.1,3671,5,WALK + SUBWAY + BUS,16.8,3310,3,BICYCLE + BUS + WALK
064AD495C866B340,42.3366100573043,-71.1100468039513,42.3443517550051,-71.1249035596848,20,2416,21.1,2767,2,WALK + BUS,14.6,2607,3,BICYCLE + BUS + WALK
06A36C3C6D55DB64,42.3807881729143,-71.154128909111,42.3627738854961,-71.1576485449041,16.4,2946,38.3,3366,5,WALK + BUS,16.4,2946,1,BICYCLE
06B0F80BD20388A2,42.3501931980864,-71.0774418711662,42.363564989894,-71.1004418404809,30,3118,11.8,2943,3,TRAM + WALK + BUS,17.5,3106,3,BICYCLE + BUS + WALK
06BC8DBADC197E7E,42.3374174845973,-71.1028611660004,42.3621312344991,-71.0911560058594,39.7,3986,27.2,5275,7,WALK + BUS + SUBWAY,30.7,4705,3,BICYCLE + BUS + WALK
06C5C27A13FDDAB7,42.3518280689207,-71.0678113811173,42.3474062052521,-71.0867841495565,18.4,2024,12.1,1915,3,WALK + TRAM,11.7,1923,3,BICYCLE + TRAM + WALK
06E86F218280BE81,42.3446506288783,-71.0973250122697,42.3474062052521,-71.0867841495565,9.5,1259,16.6,1009,1,WALK,9.5,1259,1,BICYCLE
06FBEA00E8BEDB3E,42.3595732010904,-71.1012947559357,42.370803,-71.104412,14.9,2082,21.2,1729,3,WALK + BUS,14.9,2082,1,BICYCLE
070688C7BD38CBC9,42.3670740714909,-71.0767927765846,42.363564989894,-71.1004418404809,21.6,3105,28.5,3016,3,WALK + SUBWAY,21.6,3105,1,BICYCLE
070F9EF38AEF5E2C,42.3229311719595,-71.1001414060593,42.3362444479688,-71.0879856348038,10.7,1891,10.2,2130,3,WALK + SUBWAY,10.7,1891,1,BICYCLE
07290F38D27BEC5D,42.3508268066909,-71.0898108780384,42.352261,-71.123831,24.7,3072,14.2,2939,2,WALK + BUS,13.6,3046,3,BICYCLE + BUS + WALK
076D0176B5417297,42.3359589794331,-71.0462289956104,42.348717,-71.085954,37.9,4951,27.8,5504,5,WALK + BUS + TRAM,30.9,5607,5,BICYCLE + BUS + WALK + TRAM
07A0F8FD2A95643E,42.3604177463717,-71.0575224354398,42.3481,-71.03764,27.4,2612,17.7,3112,3,WALK + BUS,17.9,2979,5,BICYCLE + SUBWAY + WALK + BUS
07A4AFB9072B317C,42.3581,-71.093198,42.349243769553,-71.0972820969255,20,1689,12.9,2430,5,WALK + BUS + TRAM,20,1689,1,BICYCLE
07B3609E24A5AED0,42.3436658245146,-71.0858237743378,42.341814,-71.090179,3.4,685,8.9,682,1,WALK,3.4,685,1,BICYCLE
07D1B3ACD663D527,42.365188,-71.060788,42.370803,-71.104412,37.6,5379,30.2,5182,5,WALK + TRAM + BUS,29.7,5168,5,BICYCLE + SUBWAY + WALK + BUS
07E76A985BB95882,42.360681891,-71.055284262,42.3533905070523,-71.0445713996887,15.9,1781,16.9,2532,3,WALK + BUS,15.9,1781,1,BICYCLE
08049F31448DE440,42.366277,-71.09169,42.362811,-71.056067,34.5,4510,26,3986,4,WALK + SUBWAY + TRAM,23.7,4136,5,BICYCLE + SUBWAY + WALK + TRAM
081BB0C9C850B404,42.2996334884206,-71.0606897582329,42.309572,-71.0729,14.7,2202,20.3,2379,3,WALK + BUS,14.7,2202,1,BICYCLE
0844774C34D6EBEF,42.3508268066909,-71.0898108780384,42.363564989894,-71.1004418404809,21.1,1802,8,1849,2,WALK + BUS,13.9,2358,3,BICYCLE + BUS + WALK
087AA96B84E4C162,42.3515860011985,-71.0456925630569,42.3494260989252,-71.0620995984391,16,2154,17.7,1773,3,WALK + BUS,16,2154,1,BICYCLE
087CE43EBDE7DC89,42.363564989894,-71.1004418404809,42.3508268066909,-71.0898108780384,19.5,1779,10.3,1968,3,WALK + BUS,10.7,1991,3,BICYCLE + BUS + WALK
0885A72A2AF59C77,42.40087986,-71.125898957,42.366277,-71.09169,45.4,7004,32.5,6634,7,WALK + BUS + SUBWAY,35.8,7236,5,BICYCLE + SUBWAY + WALK + BUS
08B5ACF059F43F0A,42.3692390748592,-71.1168703436852,42.3516920188597,-71.1190348863602,21.6,2905,26.4,5027,4,WALK + BUS,21.6,2905,1,BICYCLE
08C427F0112D66A8,42.3572185031765,-71.1138716340065,42.366621,-71.114214,8.3,1499,19.9,1224,1,WALK,8.3,1499,1,BICYCLE
08D9BEEF1C74C5F6,42.3436905571975,-71.1023528688111,42.3375860109724,-71.0962709784508,9.8,1129,11.3,2167,3,WALK + BUS,9.8,1129,1,BICYCLE
08EDDF490000E6D0,42.341332,-71.076847,42.3413561576735,-71.0833695345082,5.3,831,9.2,761,3,WALK + BUS,5.3,831,1,BICYCLE
09391C2604F1396C,42.3556012132793,-71.1039447784424,42.3605417414061,-71.0866981744766,12.7,2033,16,2455,3,WALK + BUS,12.7,2033,1,BICYCLE
09531D175A0E88F2,42.3844522563584,-71.0751485452965,42.373379,-71.111075,35.8,4944,25,3964,3,WALK + BUS,27.9,3892,3,BICYCLE + BUS + WALK
096FF6A9C9988051,42.345981598,-71.063682437,42.3643558902798,-71.0695936904267,32.6,3160,23.8,4393,4,WALK + BUS + SUBWAY,27.7,4268,3,BICYCLE + SUBWAY + WALK
09E1E4F2E87C210D,42.3643558902798,-71.0695936904267,42.35892,-71.057629,13.5,1478,13.4,1886,3,WALK + TRAM + SUBWAY,10.2,1401,3,BICYCLE + SUBWAY + WALK
09F685FA6F0C13E4,42.3581,-71.093198,42.368605242482,-71.0993018560566,14,1723,15.1,1991,4,WALK + BUS,10.4,1576,3,BICYCLE + BUS + WALK
09FBCB2CF84D85BF,42.3598253979878,-71.0597957624486,42.338514601786,-71.0740408301354,36.8,3464,15.7,3206,4,WALK + TRAM + BUS,17.7,3031,5,BICYCLE + SUBWAY + WALK + BUS
0A1276B628DA023F,42.334459662,-71.104623675,42.344792,-71.044024,50.2,7392,39.9,7001,5,WALK + TRAM + BUS,38.7,8305,7,BICYCLE + BUS + WALK + SUBWAY
0A23CAEF02C26995,42.3604413562312,-71.0504394024611,42.357143,-71.050699,7.7,770,8.6,525,1,WALK,7.7,770,1,BICYCLE
0A34F7798865BEAC,42.3382668005804,-71.1389468202833,42.3496004986421,-71.2262749671936,60.2,9601,38.8,9534,5,WALK + BUS,38.2,9365,5,BICYCLE + BUS + WALK
0A4F6778F6C95FF2,42.3518280689207,-71.0678113811173,42.3553350194126,-71.0582291708306,17.4,1330,14.8,1173,3,WALK + SUBWAY,15.2,1284,3,BICYCLE + SUBWAY + WALK
0A5F826A6B492998,42.346541405,-71.128334999,42.348706,-71.097009,23.5,3589,18.5,3310,5,WALK + BUS + TRAM,19.5,3195,3,BICYCLE + BUS + WALK
0A6C53CFE3FDEA86,42.3695529775651,-71.0857901498093,42.3516920188597,-71.1190348863602,31.3,4438,32,5553,5,WALK + BUS,23.1,5474,5,BICYCLE + BUS + WALK
0A7CB6B1408A5187,42.3607929685827,-71.0711896233715,42.3480741231744,-71.0765701532364,23,2099,14.6,2812,4,WALK + SUBWAY + TRAM,23,2099,1,BICYCLE
0ACA24455D105A26,42.3895243630576,-71.1169414036431,42.363539,-71.111698,30.2,4346,22.1,4336,5,WALK + SUBWAY + BUS,30.2,4346,1,BICYCLE
0ACCF876615E88CE,42.3391085,-71.0514432,42.336448,-71.023739,21.4,2827,19.5,3846,3,WALK + BUS,16.9,4009,3,BICYCLE + BUS + WALK
0AFB99B848EBD458,42.373303771,-71.118592501,42.3853676521843,-71.1377567052841,17.6,2513,10.6,2684,3,WALK + BUS,17.6,2513,1,BICYCLE
0AFC54223E9AC7FE,42.380356908,-71.108914018,42.3873695374718,-71.127610014828,20.7,2940,20.8,2784,3,WALK + BUS,20.7,2940,1,BICYCLE
0B0680FBD730CA56,42.366043329,-71.091351867,42.354979,-71.063348,30,3632,20.8,3064,3,WALK + SUBWAY,18.1,3192,3,BICYCLE + SUBWAY + WALK
0B0BC8C99B0A4EC1,42.3595732010904,-71.1012947559357,42.3508268066909,-71.0898108780384,19.9,1890,14.8,2020,3,WALK + BUS,11.1,2103,3,BICYCLE + BUS + WALK
0B0FCA61CE5A40FD,42.3528376,-71.1296752,42.3375948503386,-71.0825505852836,37.7,5730,38.3,5171,5,WALK + TRAM + BUS,37.7,5730,1,BICYCLE
0B1FC011CF02298D,42.3436905571975,-71.1023528688111,42.3313701680432,-71.1268836054569,21.4,3152,11.4,2995,2,WALK + TRAM,10.8,3025,3,BICYCLE + TRAM + WALK
0B2D62250163492C,42.3572185031765,-71.1138716340065,42.3556012132793,-71.1039447784424,9.9,1454,16.7,1162,3,WALK + BUS,9.9,1454,1,BICYCLE
0B4BC6D81DDBCAA7,42.379011,-71.119945,42.387995,-71.119084,13.3,1642,5.6,1388,2,WALK + BUS,10.3,1636,3,BICYCLE + BUS + WALK
0B57975CC5F0FACA,42.3384884941905,-71.0926113804476,42.373268,-71.118579,42.6,5997,28,5586,5,WALK + BUS + SUBWAY,28.9,6007,5,BICYCLE + BUS + WALK + SUBWAY
0B6A1F2E195D0B73,42.291718,-71.062571,42.2996334884206,-71.0606897582329,13.7,1654,16.5,1034,1,WALK,13.7,1654,1,BICYCLE
0B7178DFEF3180F9,42.333796859,-71.120476604,42.3366100573043,-71.1100468039513,12.1,1462,12.5,1561,3,WALK + BUS,12.1,1462,1,BICYCLE
0B761069A84BF1D5,42.333773375,-71.120441914,42.338629,-71.1065,15.7,1980,13.1,1763,3,WALK + BUS,15.7,1980,1,BICYCLE
0B7FEDDBC0555CBD,42.3607929685827,-71.0711896233715,42.362811,-71.056067,18.8,1825,12.2,2119,4,WALK + SUBWAY + TRAM,18.8,1825,1,BICYCLE
0B90B23D69E5D31A,42.3581,-71.093198,42.3617804396061,-71.1080995202065,13.3,1859,18.9,1786,3,WALK + BUS,13.3,1859,1,BICYCLE
0B975D8CAF7BF0B6,42.3787535121259,-71.1070722341538,42.365444861374,-71.0827714204788,29.1,3689,24.4,4107,5,WALK + BUS + SUBWAY,29.1,3689,1,BICYCLE
0BD06E6392058174,42.380287,-71.125107,42.380287,-71.125107,0.2,130,0.4,224,1,WALK,0.2,130,1,BICYCLE
0C255DA4F645FDE3,42.3401224269664,-71.1207056381045,42.3443517550051,-71.1249035596848,7.7,754,5.8,638,2,WALK + BUS,7.7,754,1,BICYCLE
0C3498246E427E37,42.352808,-71.067585,42.365673,-71.064263,22.1,2080,20.7,2361,3,WALK + TRAM,22.1,2080,1,BICYCLE
0C41BE8AB49A2E9E,42.4103469097679,-71.0526045785264,42.3495894236824,-71.0794677917329,84,10618,47,10409,6,WALK + BUS + SUBWAY + TRAM,44.1,10618,7,BICYCLE + BUS + WALK + SUBWAY + TRAM
0C585CF6E4F83D50,42.3616193207669,-71.0804355052096,42.3415747187375,-71.0689043998718,35.1,3607,29.1,5162,5,WALK + SUBWAY + BUS,24.7,4291,5,BICYCLE + SUBWAY + WALK + BUS
0C689E8563AAB5F2,42.3495440311425,-71.0724207387284,42.354979,-71.063348,16.4,1234,13.3,1251,3,WALK + TRAM,11.3,1266,3,BICYCLE + TRAM + WALK
0C9CBEF91618BD3B,42.344846964,-71.044146776,42.3647389869179,-71.0593490302563,31.8,3610,27.2,3618,5,WALK + BUS + SUBWAY,27.2,3541,3,BICYCLE + SUBWAY + WALK
0CA5969614BFE1EB,42.389364243,-71.116799474,42.389456,-71.139019,19.1,2583,22.3,4783,5,WALK + SUBWAY + BUS,19.1,2583,1,BICYCLE
0CFBE0F9ECBCF575,42.397828,-71.130516,42.3979081736833,-71.1479713081462,11.6,1860,28.5,2151,2,BUS + WALK,11.6,1860,1,BICYCLE
0D1FE401C41A3DCF,42.3533905070523,-71.0445713996887,42.3509614442122,-71.0778281092644,35.2,3664,19.7,3413,5,WALK + BUS + SUBWAY + TRAM,24.5,3660,3,BICYCLE + BUS + WALK
0D2DEC23F9F1475E,42.3556012132793,-71.1039447784424,42.3278431747869,-71.1253622174263,42.5,5049,31.8,6494,5,WALK + BUS + TRAM,28.9,5760,5,BICYCLE + BUS + WALK + TRAM
0DDD0054DA327398,42.2916794287412,-71.0572634640994,42.2796075969316,-71.0602211952755,15.1,2076,15.7,2173,3,WALK + BUS,15.1,2076,1,BICYCLE
0DF2E4800A2970A4,42.368605242482,-71.0993018560566,42.373379,-71.111075,15.4,1525,19.5,1187,1,WALK,15.4,1525,1,BICYCLE
0DF7CA113FD0F788,42.3689518054073,-71.1099877953529,42.3733287988741,-71.1209860108011,13.2,1507,15,1137,3,WALK + BUS,13.2,1507,1,BICYCLE
0E0507348AFFD92F,42.366277,-71.09169,42.3327439230489,-71.1162668094949,46.4,6172,21.1,6243,3,BUS + WALK,24.8,6253,4,BICYCLE + BUS + WALK
0E9360B90805EAA7,42.3605417414061,-71.0866981744766,42.3655072850565,-71.0801375997653,8,967,16.6,991,1,WALK,8,967,1,BICYCLE
0ED2786033E429BB,42.349866748,-71.077386379,42.356052,-71.069849,16.4,1438,13.4,1309,3,WALK + TRAM,16.4,1438,1,BICYCLE
0EE76AF31152CC82,42.349687338,-71.079287052,42.3515860011985,-71.0456925630569,34.9,4125,18.2,3415,5,WALK + TRAM + SUBWAY + BUS,22.9,3701,5,BICYCLE + RAIL + WALK + BUS
0EF31C9E0701B1F8,42.2628674617712,-71.1216312646866,42.2568376,-71.122509,8.1,972,7.8,1005,3,WALK + BUS,8.1,972,1,BICYCLE
0EFC06B79EB2414F,42.3556012132793,-71.1039447784424,42.352052,-71.07036,33.7,4551,20.9,4845,6,WALK + BUS + TRAM,20.4,4172,5,BICYCLE + BUS + WALK + TRAM
0F1AAB4420541814,42.369885,-71.069957,42.3741245494265,-71.0548119993837,12.1,1672,26.5,1654,1,WALK,12.1,1672,1,BICYCLE
0F1ED113BDA73C1F,42.35331583,-71.044456363,42.3876281075134,-71.0831871628761,53.5,7174,33.8,6822,6,WALK + BUS + SUBWAY,31.9,6370,5,BICYCLE + SUBWAY + WALK + BUS
0F72938C34AFEDF6,42.351458116963,-71.2076497077942,42.3652603176945,-71.1857332445925,19.9,3538,26.7,4294,3,WALK + BUS,19.9,3538,1,BICYCLE
0F819CBA1941439D,42.361562967,-71.137757897,42.373268,-71.118579,21.3,2889,21.4,3475,3,WALK + BUS,21.3,2889,1,BICYCLE
0F85CB63C0F560E8,42.338629,-71.1065,42.341598,-71.123338,19,2490,16.7,2755,4,WALK + BUS,19,2490,1,BICYCLE
0F9A533131B26DAD,42.3910843814673,-71.0903942584992,42.3930184003539,-71.0807168483734,11.9,1339,17.1,1007,1,WALK,11.9,1339,1,BICYCLE
0FC80F967B978FDE,42.352409,-71.062679,42.3730797979349,-71.0863423366573,37.3,4051,28.5,5316,5,WALK + TRAM + BUS,37.3,4051,1,BICYCLE
0FCF8864138DC429,42.3605417414061,-71.0866981744766,42.349243769553,-71.0972820969255,23.4,2279,27.6,2484,3,WALK + BUS,23.4,2279,1,BICYCLE
0FF2B9B9B451D249,42.352409,-71.062679,42.3509614442122,-71.0778281092644,17.9,1418,10.7,1534,3,WALK + TRAM,14.6,1600,3,BICYCLE + BUS + WALK
100B2EE112DB4BB7,42.351356,-71.059367,42.371141,-71.076198,34.1,3875,22.3,3859,4,WALK + SUBWAY + TRAM,20.3,3748,5,BICYCLE + SUBWAY + WALK + TRAM
1013217519A069D1,42.3467900834735,-71.1454981380666,42.349224693383,-71.1327530257859,13.1,1668,14.4,1801,5,WALK + BUS + TRAM,13.1,1668,1,BICYCLE
102366C594C5CF22,42.3581,-71.093198,42.3607929685827,-71.0711896233715,12.6,2128,15.2,3993,4,WALK + BUS + SUBWAY,12.6,2128,1,BICYCLE
102485E1CA8876BB,42.3742671352493,-71.100264787674,42.3634646930435,-71.1005732417107,15.2,2417,17.3,1598,3,WALK + BUS,15.2,2417,1,BICYCLE
106161A124C031E2,42.3334,-71.02495,42.345901,-71.063187,29.8,4372,23.2,5955,3,WALK + BUS,21.8,5757,3,BICYCLE + BUS + WALK
1098988746701212,42.3634646930435,-71.1005732417107,42.338629,-71.1065,36.6,4875,17.8,4090,2,WALK + BUS,18,4085,3,BICYCLE + BUS + WALK
10B84E037785730C,42.36507,-71.1031,42.3613583766225,-71.0967027397783,5.9,697,6,962,3,WALK + BUS,5.9,697,1,BICYCLE
10D58B7E1FB282C4,42.356502056,-71.141622186,42.3617874106619,-71.1439311132745,10.3,1432,12.7,1197,2,WALK + BUS,10.3,1432,1,BICYCLE
10EBB91C2C220807,42.366621,-71.114214,42.3346289305598,-71.1040791776759,39.1,5641,34.7,6022,4,WALK + BUS,27.3,4955,3,BICYCLE + BUS + WALK
10FAD673FAC872CE,42.3607929685827,-71.0711896233715,42.3488038228339,-71.0823690891266,19.3,2554,17.8,3005,4,WALK + SUBWAY + TRAM,19.3,2554,1,BICYCLE
11191BD24FF42824,42.3365855545612,-71.0988699646623,42.3441489874953,-71.114673614502,17.1,2302,24.4,3436,4,WALK + BUS,17.1,2302,1,BICYCLE
11331B4AE1ACCE52,42.3514819346086,-71.0443608462811,42.351356,-71.059367,14.4,1901,10.4,1314,3,WALK + BUS,14.4,1901,1,BICYCLE
118818B81FB22A7B,42.3695529775651,-71.0857901498093,42.3741245494265,-71.0548119993837,22.8,3263,47.2,3424,3,WALK + BUS,22.8,3263,1,BICYCLE
1192BCDB651E08CA,42.3480741231744,-71.0765701532364,42.3465200399841,-71.0806577654512,4.9,595,7.6,527,1,WALK,4.9,595,1,BICYCLE
11BF24622310B396,42.373379,-71.111075,42.396969,-71.123024,28.6,4333,23.7,3709,3,WALK + SUBWAY,19.8,3822,3,BICYCLE + BUS + WALK
11C4481AD3D7FCCF,42.366277,-71.09169,42.3655072850565,-71.0801375997653,13.3,1532,16.2,1122,3,WALK + BUS,13.3,1532,1,BICYCLE
11CBCB891682DA82,42.3595732010904,-71.1012947559357,42.3810014303805,-71.1040252261319,25.6,3739,29.1,3150,3,WALK + BUS,25.6,3739,1,BICYCLE
11F7AED72894E8B0,42.325333,-71.075354,42.309054,-71.11543,31.2,5206,29.9,6325,5,WALK + BUS,31.2,5206,1,BICYCLE
120D7CBB3AF5B83C,42.3835325201179,-71.0161909461021,42.386781,-71.006098,8.7,1478,6.8,5508,3,WALK + BUS,8.7,1478,1,BICYCLE
