original_trip_id,origin_lat,origin_lon,dest_lat,dest_lon,bike_duration,bike_distance,walktransit_duration,walktransit_distance,n_segments_walktransit,modes_used_walktransit,multimodal_duration,multimodal_distance,n_segments_multimodal,modes_used_multimodal
4061937929040D9D,42.338514601786,-71.0740408301354,42.3741245494265,-71.0548119993837,52.7,6017,36.6,5505,5,WALK + BUS,41.9,6920,5,BICYCLE + TRAM + WALK + BUS
4088BFF8FA9548D5,42.3829443017227,-71.1244983103825,42.387995,-71.119084,8.3,793,9.8,923,2,WALK + BUS,8.3,793,1,BICYCLE
40A1D8004C7F0D85,42.3511419825475,-71.0732924938202,42.3436658245146,-71.0858237743378,16.7,2135,14.2,1525,3,WALK + BUS,16.7,2135,1,BICYCLE
40C7D9CE2232C39B,42.345392,-71.069616,42.3359589794331,-71.0462289956104,21.9,3190,12.3,2748,2,WALK + BUS,15.7,2793,3,BICYCLE + BUS + WALK
40CB1B936D6B791E,42.366426,-71.105495,42.344742247728,-71.0764816217579,40.5,4418,25.6,5045,5,WALK + BUS + SUBWAY,30.8,5286,5,BICYCLE + BUS + WALK + SUBWAY
40D2B3DE32E509C1,42.349243769553,-71.0972820969255,42.352261,-71.123831,17.4,2491,7.5,2568,2,WALK + BUS,7.5,2395,3,BICYCLE + BUS + WALK
40F3CA6DCEBC6D94,42.338514601786,-71.0740408301354,42.342958,-71.067052,11.2,1486,7.6,796,3,WALK + BUS,11.2,1486,1,BICYCLE
4188C9A0CBAF48FB,42.3692390748592,-71.1168703436852,42.3689518054073,-71.1099877953529,5,761,6,813,2,WALK + BUS,5,761,1,BICYCLE
418AFF7DC579E2A4,42.3719767846798,-71.0720049597217,42.3616193207669,-71.0804355052096,11.9,1823,26.2,1561,1,WALK,11.9,1823,1,BICYCLE
4197E1C1AE9F6C00,42.278747,-71.080286,42.3446506288783,-71.0973250122697,63.9,9851,52.7,10182,5,WALK + BUS + SUBWAY,54.7,10632,5,BICYCLE + BUS + WALK + SUBWAY
41DE039F8AEA6D27,42.3346289305598,-71.1040791776759,42.339202,-71.090511,13.6,1951,9.1,1327,3,WALK + BUS,10.7,1356,3,BICYCLE + BUS + WALK
41F12E1AA35F0A28,42.3951715012158,-71.098505919822,42.3659943286744,-71.095222216145,31.5,4692,32.1,6748,5,WALK + BUS,31.5,4692,1,BICYCLE
41F2670BB99BB1B2,42.3922328400463,-71.0774660110474,42.397828,-71.130516,36.6,5623,33.2,8276,5,SUBWAY + WALK + BUS,34,5823,3,BICYCLE + BUS + WALK
42192D564473D530,42.406279206,-71.132325053,42.3816506129012,-71.1342698149838,25.4,4096,27.4,6730,6,WALK + BUS + SUBWAY,25.4,4096,1,BICYCLE
42383DB9B2DCF420,42.4001680485379,-71.144569630942,42.3955884571671,-71.142606139183,3.1,593,9.5,558,1,WALK,3.1,593,1,BICYCLE
4247B6A6233B503E,42.339202,-71.090511,42.3332925471918,-71.1012464761734,12.1,1799,11.7,1304,3,WALK + BUS,12.1,1799,1,BICYCLE
425DB8FF794C4DF3,42.3518280689207,-71.0678113811173,42.3689518054073,-71.1099877953529,46,5202,25.2,4921,5,WALK + TRAM + BUS,24.8,4929,5,BICYCLE + TRAM + WALK + BUS
426FD472385FA4CB,42.363564989894,-71.1004418404809,42.365444861374,-71.0827714204788,16.9,2523,16.3,2397,3,WALK + SUBWAY,16.9,2523,1,BICYCLE
428E3B7447353A2E,42.3556012132793,-71.1039447784424,42.3912097191586,-71.1226075516061,43,5707,31.7,5565,7,WALK + BUS + SUBWAY,27,5892,5,BICYCLE + SUBWAY + WALK + BUS
4299E41634FB2F0A,42.3796478996753,-71.0954047567248,42.3622417865092,-71.0831107199192,24.1,2965,19.4,2902,3,WALK + BUS,24.1,2965,1,BICYCLE
42A5D52CFFBC9E14,42.349224693383,-71.1327530257859,42.3565609230894,-71.1416753754929,10.6,1728,17.2,1716,3,WALK + BUS,10.6,1728,1,BICYCLE
42B3500E8D27A6FC,42.348717,-71.085954,42.34949599514,-71.1005759239197,15.3,1696,8.8,1299,2,WALK + TRAM,15.3,1696,1,BICYCLE
42B4B8FE788E8325,42.396969,-71.123024,42.4008795015956,-71.1259079338379,6.9,837,5.7,688,3,WALK + BUS,6.9,837,1,BICYCLE
42BE9E41157E9D79,42.368019,-71.1242,42.373268,-71.118579,10.2,914,14.1,896,1,WALK,10.2,914,1,BICYCLE
42D2BC430BCD7323,42.36507,-71.1031,42.3742671352493,-71.100264787674,12.8,1677,10.9,1580,3,WALK + BUS,12.8,1677,1,BICYCLE
43134E2DA605B9D9,42.3646640344168,-71.1756938695908,42.3496004986421,-71.2262749671936,37.5,6624,27.5,5214,3,WALK + BUS,37.5,6624,1,BICYCLE
4318D1F5A62A4094,42.37546,-71.091217,42.3605417414061,-71.0866981744766,15.6,2451,23.1,2464,3,WALK + BUS,15.6,2451,1,BICYCLE
43260B84485C4798,42.363068461,-71.083068609,42.377945,-71.116865,35.1,5139,26.9,4154,3,WALK + SUBWAY,28.2,4393,3,BICYCLE + SUBWAY + WALK
432D2B3338B52791,42.379011,-71.119945,42.3647389869179,-71.0593490302563,48.4,7501,30.4,7384,6,WALK + BUS + SUBWAY + TRAM,30.4,7299,5,BICYCLE + SUBWAY + WALK + TRAM
43767D9FC8CB1DE1,42.3193094317828,-71.096399238595,42.3362444479688,-71.0879856348038,19.2,2828,20.9,2822,3,WALK + SUBWAY,17.3,2930,3,BICYCLE + SUBWAY + WALK
43CB4D912F4EFE2E,42.3742671352493,-71.100264787674,42.36507,-71.1031,17.2,1865,12.7,1324,3,WALK + BUS,14.6,2065,3,BICYCLE + BUS + WALK
43D141F8FC6BF5EA,42.3689518054073,-71.1099877953529,42.3617804396061,-71.1080995202065,6.5,1146,13.7,1456,3,WALK + BUS,6.5,1146,1,BICYCLE
43E4C458560348D5,42.351356,-71.059367,42.3558543552201,-71.0545974599881,10.9,973,12.7,776,1,WALK,10.9,973,1,BICYCLE
43FAF64751351433,42.393084645,-71.080959082,42.4072164412638,-71.0965150594711,16,2838,23.2,3225,3,WALK + BUS,16,2838,1,BICYCLE
4492D283C9E23AE6,42.3612572164654,-71.0652874410152,42.3659943286744,-71.095222216145,27.5,3655,30.3,2770,3,WALK + SUBWAY,27.5,3655,1,BICYCLE
4495A255094EB9D9,42.3612572164654,-71.0652874410152,42.3689518054073,-71.1099877953529,35.2,4911,20.5,3925,4,WALK + SUBWAY + BUS,20.3,3949,5,BICYCLE + SUBWAY + WALK + BUS
4497E9F400F5E7A1,42.3346289305598,-71.1040791776759,42.338514601786,-71.0740408301354,25.2,3625,22.7,3170,4,WALK + TRAM + BUS,25.2,3625,1,BICYCLE
44A55026D3EB4114,42.3518280689207,-71.0678113811173,42.344742247728,-71.0764816217579,11.1,1217,11.9,2047,4,WALK + BUS,11.1,1217,1,BICYCLE
44A825F212D3CEC2,42.396969,-71.123024,42.366277,-71.09169,40.9,5949,27.7,5002,3,BUS + WALK,33,6909,7,BICYCLE + BUS + WALK + SUBWAY
44AC790875490BF2,42.366482735,-71.105640769,42.380078,-71.090098,23.3,2622,22.7,4471,3,BUS + WALK,19.2,3265,3,BICYCLE + BUS + WALK
44B1B0DDBD4431FA,42.3566833496993,-71.0616664588451,42.375603,-71.064608,29.3,2895,20.2,3218,3,WALK + SUBWAY,20.8,3165,3,BICYCLE + SUBWAY + WALK
44BF36479BF34572,42.3625,-71.08822,42.366621,-71.114214,20.7,2960,18.9,3479,3,WALK + BUS,20.7,2960,1,BICYCLE
44C1E3390F206B41,42.3659943286744,-71.095222216145,42.344742247728,-71.0764816217579,36.1,3816,32.3,5951,6,WALK + BUS + SUBWAY,26.4,4681,5,BICYCLE + BUS + WALK + SUBWAY
44D37F99A4A0EEA1,42.3634646930435,-71.1005732417107,42.363045496267,-71.0828707891687,16.6,2710,12.5,2112,3,WALK + SUBWAY,11.7,2150,3,BICYCLE + SUBWAY + WALK
44DE03A52ABAB5F0,42.3384884941905,-71.0926113804476,42.353334,-71.137313,37.9,5665,24,7260,6,WALK + BUS + TRAM,23.8,5283,4,BICYCLE + BUS + WALK
45310C8329C8D954,42.3446506288783,-71.0973250122697,42.3425491373795,-71.0742144938786,19.3,2946,25.8,3529,4,WALK + TRAM + BUS,19.3,2946,1,BICYCLE
45393ED2CEECCC04,42.306539,-71.107669,42.316966,-71.104374,7.2,1381,11.2,1409,3,WALK + SUBWAY,7.2,1381,1,BICYCLE
454CC574EA1D34F2,42.352175,-71.055547,42.3440405100164,-71.0573762655258,10.6,1635,7.4,1931,3,WALK + BUS,10.6,1635,1,BICYCLE
45518D1393C7D5D7,42.3556012132793,-71.1039447784424,42.3556012132793,-71.1039447784424,0.2,106,1.2,179,1,WALK,0.2,106,1,BICYCLE
45625F7724C170A5,42.376369,-71.114025,42.3692390748592,-71.1168703436852,10.9,886,12.1,882,3,WALK + BUS,10.9,886,1,BICYCLE
457DFC3317D63D1C,42.3495894236824,-71.0794677917329,42.356052,-71.069849,17.9,1674,14.2,1330,3,WALK + TRAM,17.9,1674,1,BICYCLE
45A7C9EA86149C5E,42.373088956,-71.086276293,42.3983605962083,-71.0637384281472,44.8,5896,34.3,5306,5,WALK + BUS,25.9,5916,5,BICYCLE + BUS + WALK
45AC9D9AFA2958F1,42.3602737045493,-71.1285245232739,42.349224693383,-71.1327530257859,13.4,2069,14,2400,3,WALK + BUS,13.4,2069,1,BICYCLE
45DBD792469F056F,42.3441489874953,-71.114673614502,42.356052,-71.069849,35.3,4793,25.2,4607,3,WALK + TRAM,28.3,4836,3,BICYCLE + TRAM + WALK
45FA1269579F5AAE,42.34949599514,-71.1005759239197,42.36507,-71.1031,25.6,4350,17.5,3568,4,WALK + TRAM + BUS,18.9,3260,3,BICYCLE + BUS + WALK
461270B4B5141C74,42.348545434112,-71.0655918531575,42.3555362848971,-71.0728687047958,17.3,1221,16.5,1295,3,WALK + BUS,17.3,1221,1,BICYCLE
46383E7A4E70FF36,42.360859373533,-71.0855185800756,42.373268,-71.118579,32.3,5094,13.9,3388,2,WALK + SUBWAY,23.5,5876,3,BICYCLE + SUBWAY + WALK
4642C398C678B315,42.368605242482,-71.0993018560566,42.372076579154,-71.0899543390588,13.5,1271,10.8,1513,4,WALK + BUS,13.5,1271,1,BICYCLE
468D04759DB88F99,42.392525,-71.105587,42.396386809455,-71.1201130600603,6.8,1299,12.3,1651,2,WALK + BUS,6.8,1299,1,BICYCLE
468F4926BE338444,42.368605242482,-71.0993018560566,42.365444861374,-71.0827714204788,16.3,2546,21.5,2691,3,WALK + SUBWAY,16.3,2546,1,BICYCLE
46AC3DCDDCDC4C43,42.3558543552201,-71.0545974599881,42.365188,-71.060788,16.6,1400,13.7,1414,3,WALK + SUBWAY,12.4,1426,3,BICYCLE + SUBWAY + WALK
47174DB1AC375FD4,42.3533905070523,-71.0445713996887,42.365188,-71.060788,27.1,2357,24.7,2975,5,WALK + BUS + SUBWAY,22.9,2529,3,BICYCLE + SUBWAY + WALK
4726545B41BB9BD6,42.347403646,-71.086866975,42.3515966246532,-71.0756166279316,15.9,1543,11.3,1354,3,WALK + TRAM,13,1771,3,BICYCLE + BUS + WALK
473D3DB0BAA26BAA,42.339202,-71.090511,42.339202,-71.090511,0.4,111,0.9,112,1,WALK,0.4,111,1,BICYCLE
4768FD7E66693278,42.3446506288783,-71.0973250122697,42.3355430835708,-71.1506151967205,39.5,6044,28.8,5547,3,WALK + TRAM,20.1,5582,3,BICYCLE + TRAM + WALK
47756C25A58D6130,42.373268,-71.118579,42.3508268066909,-71.0898108780384,32.1,5156,15.8,4067,3,WALK + BUS,20.3,4029,3,BICYCLE + BUS + WALK
477F24935127B409,42.3488038228339,-71.0823690891266,42.3514819346086,-71.0443608462811,40.4,4827,23.4,3699,5,WALK + TRAM + SUBWAY + BUS,25.5,4209,5,BICYCLE + RAIL + WALK + BUS
478B1D4B35CD9C7F,42.344248176,-71.052443504,42.3359589794331,-71.0462289956104,8.4,1502,13.7,1496,2,WALK + BUS,8.4,1502,1,BICYCLE
48048A7AAF2499F9,42.389456,-71.139019,42.3993681605962,-71.1111152172362,25.7,4634,24.4,4344,5,WALK + SUBWAY + BUS,14.9,4396,5,BICYCLE + SUBWAY + WALK + BUS
482C4E151E0F5E14,42.34949599514,-71.1005759239197,42.3516920188597,-71.1190348863602,12.7,1684,5.3,1854,2,BUS + WALK,10,2056,3,BICYCLE + BUS + WALK
48793EC5913054EE,42.3725086499726,-71.113053560257,42.368605242482,-71.0993018560566,11.5,1510,19.6,2158,3,WALK + BUS,11.5,1510,1,BICYCLE
487DBDE87DF21827,42.3425491373795,-71.0742144938786,42.3604177463717,-71.0575224354398,29.3,3226,22.6,3089,3,WALK + SUBWAY,19.2,3259,3,BICYCLE + SUBWAY + WALK
487FAD383D8945BD,42.3604177463717,-71.0575224354398,42.3741245494265,-71.0548119993837,23.1,2505,13.5,2313,3,WALK + BUS,16.5,2428,3,BICYCLE + BUS + WALK
488E6134A8505A35,42.3555362848971,-71.0728687047958,42.3499282823006,-71.0773920686643,11.9,1101,10.4,1055,2,WALK + TRAM,11.9,1101,1,BICYCLE
48EBE299974C8526,42.366929,-71.076512,42.3375860109724,-71.0962709784508,45.3,5824,40.1,7112,3,WALK + TRAM,33.9,7433,3,BICYCLE + BUS + WALK
48F9284DA0EC7510,42.344742247728,-71.0764816217579,42.35892,-71.057629,28,2972,15.1,2636,2,WALK + SUBWAY,18.7,4317,3,BICYCLE + SUBWAY + WALK
49101A823494E1A5,42.3502102,-71.0446705,42.354659,-71.053181,10.3,1176,14.1,1571,3,WALK + BUS,10.3,1176,1,BICYCLE
4931FA4970B51716,42.3742671352493,-71.100264787674,42.368605242482,-71.0993018560566,10.4,938,8.9,880,3,WALK + BUS,10.4,938,1,BICYCLE
49480ED79EEE205D,42.316902,-71.091946,42.33392270137,-71.1044650898293,25.8,3986,24.2,4326,4,WALK + BUS,25.8,3986,1,BICYCLE
498091B91180C6CE,42.3514819346086,-71.0443608462811,42.3514819346086,-71.0443608462811,0.4,101,0.7,95,1,WALK,0.4,101,1,BICYCLE
498912AD5DCE6E9D,42.36507,-71.1031,42.368605242482,-71.0993018560566,8.1,731,5.6,830,3,WALK + BUS,8.1,731,1,BICYCLE
499017255DC36554,42.369885,-71.069957,42.3730797979349,-71.0863423366573,9.9,1638,21.7,2418,3,WALK + BUS,9.9,1638,1,BICYCLE
49B25C36D3119C82,42.387082577,-71.086996913,42.3829443017227,-71.1244983103825,29.5,4525,40.4,5306,5,WALK + BUS,29.5,4525,1,BICYCLE
49E0BC62AD243EFB,42.3558543552201,-71.0545974599881,42.3604177463717,-71.0575224354398,7.3,606,10.1,684,1,WALK,7.3,606,1,BICYCLE
49F4A31CAA92D9B6,42.380857,-71.070629,42.3719767846798,-71.0720049597217,19.3,1543,17.3,1567,3,WALK + BUS,19.3,1543,1,BICYCLE
49F5E4D967FFB146,42.3555362848971,-71.0728687047958,42.3508268066909,-71.0898108780384,11,1652,15.2,2356,4,WALK + TRAM + BUS,11,1652,1,BICYCLE
4A176AFBA0B9A6AE,42.350406,-71.108279,42.3581,-71.093198,20.2,2351,14.8,2670,3,WALK + BUS,18.4,2969,3,BICYCLE + BUS + WALK
4A1990828F8D61FA,42.36507,-71.1031,42.365444861374,-71.0827714204788,19.8,2774,11.5,2094,3,WALK + SUBWAY,19.8,2774,1,BICYCLE
4A3A558358DD3CE1,42.3883160758424,-71.1106824874878,42.3621312344991,-71.0911560058594,38.4,5165,36,4697,5,WALK + BUS,35.8,6464,3,BICYCLE + SUBWAY + WALK
4A442D1F4D63DA03,42.372076579154,-71.0899543390588,42.3604413562312,-71.0504394024611,36.3,4810,27.3,4685,6,WALK + BUS + TRAM + SUBWAY,29.3,4785,5,BICYCLE + TRAM + WALK + SUBWAY
4AC4604D0923208D,42.3508268066909,-71.0898108780384,42.339202,-71.090511,16.1,1762,11,1803,4,WALK + BUS + TRAM,16.1,1762,1,BICYCLE
4ACCDF74CDFC42C4,42.3474062052521,-71.0867841495565,42.345733,-71.100694,11,1418,11.7,1642,5,WALK + TRAM + BUS,11,1418,1,BICYCLE
4ACF2E0D077717A6,42.3604413562312,-71.0504394024611,42.3604413562312,-71.0504394024611,0.3,58,0.6,96,1,WALK,0.3,58,1,BICYCLE
4ADA208CA81B9412,42.370982,-71.076638,42.3690356659483,-71.0863095991044,9,1402,11.5,995,3,WALK + BUS,9,1402,1,BICYCLE
4AE468C7141DE39C,42.3413561576735,-71.0833695345082,42.292917,-71.06575,50.3,7725,36.4,9038,6,WALK + BUS + SUBWAY,40.1,8541,3,BICYCLE + BUS + WALK
4B0956598492C60A,42.3401151224924,-71.1006188392639,42.3452156211502,-71.0638403149278,30.2,4056,18.9,4775,6,WALK + BUS + SUBWAY,21.7,4473,4,BICYCLE + BUS + WALK
4B32D706A6AF564E,42.3584776443481,-71.0613512992859,42.341332,-71.076847,29.8,2681,26,3347,3,WALK + BUS,21.7,3255,5,BICYCLE + SUBWAY + WALK + BUS
4B59DFA3444AFB87,42.3895243630576,-71.1169414036431,42.40449,-71.123413,16.3,2425,18.5,2653,5,WALK + SUBWAY + BUS,16.3,2425,1,BICYCLE
4B6261B4526BA01E,42.3566833496993,-71.0616664588451,42.3425491373795,-71.0742144938786,24.8,2143,13.8,2948,4,WALK + TRAM + BUS,21.5,2589,3,BICYCLE + BUS + WALK
4B6ACA93EBB6CF96,42.366277,-71.09169,42.3634646930435,-71.1005732417107,9.7,1349,16.7,986,1,WALK,9.7,1349,1,BICYCLE
4B761373BA8D8C1C,42.377022,-71.056605,42.3951715012158,-71.098505919822,35.4,6188,27.8,5547,5,WALK + BUS,27.2,5678,5,BICYCLE + BUS + WALK
4B87663B3C78A9BE,42.35892,-71.057629,42.359086,-71.05971,2.4,257,3.7,213,1,WALK,2.4,257,1,BICYCLE
4B9EBF9347BD292E,42.348757863,-71.082493305,42.3642634406385,-71.1182756971175,30.4,4719,29.6,4205,5,WALK + BUS,30.4,4719,1,BICYCLE
4BB4E3E4BEF80E6E,42.3515860011985,-71.0456925630569,42.3334,-71.02495,30.1,4143,26.5,5653,2,WALK + BUS,21.6,5878,3,BICYCLE + BUS + WALK
4BC123915340207D,42.3581,-71.093198,42.3446506288783,-71.0973250122697,27.4,2224,19.7,2365,3,WALK + BUS,27.4,2224,1,BICYCLE
4BE1966843AE0CCD,42.3401224269664,-71.1207056381045,42.3495301689038,-71.1302277074174,15,1593,10.8,1513,3,WALK + BUS,12.8,1630,3,BICYCLE + BUS + WALK
4BEEEFCB1C335BB5,42.342998028,-71.06680572,42.3342035135225,-71.0876761684312,20.2,3094,19.3,2560,3,WALK + BUS,20.2,3094,1,BICYCLE
4C1A952B92F0123A,42.3172747432745,-71.0653700396779,42.3436658245146,-71.0858237743378,27,4377,31.8,5471,5,WALK + BUS,27,4377,1,BICYCLE
4C2665477FB0E7CC,42.3655072850565,-71.0801375997653,42.3625,-71.08822,10,1305,15.6,932,1,WALK,10,1305,1,BICYCLE
4C2A1D15A7821B36,42.3502102,-71.0446705,42.3327439230489,-71.1162668094949,59.4,8869,36.6,8186,7,WALK + BUS + RAIL + TRAM,39.4,7863,3,BICYCLE + TRAM + WALK
4C6996D7B3581631,42.3415747187375,-71.0689043998718,42.3499282823006,-71.0773920686643,14.8,1711,17.1,1861,3,WALK + BUS,12.7,1733,3,BICYCLE + BUS + WALK
4C9DD699BCC8BA74,42.344792,-71.044024,42.352175,-71.055547,11.7,1674,11.2,1785,3,WALK + BUS,9.9,1660,3,BICYCLE + BUS + WALK
4CBF1B71FB33C143,42.366426,-71.105495,42.3556012132793,-71.1039447784424,13.7,2002,13.6,2600,5,WALK + BUS,13.7,2002,1,BICYCLE
4CD8706CDE9E0F6E,42.3452156211502,-71.0638403149278,42.345392,-71.069616,8.5,773,6.7,709,2,WALK + BUS,8.5,773,1,BICYCLE
4CFC48CD27D222F1,42.373036146,-71.094450951,42.303469,-71.085347,73,10350,50.6,15828,5,WALK + BUS + SUBWAY,43.5,9442,7,BICYCLE + BUS + WALK + TRAM
4D145CE4F08A1354,42.365673,-71.064263,42.3203397351572,-71.0511803627014,60.2,6903,34.3,6157,5,WALK + SUBWAY + RAIL,38.9,7072,3,BICYCLE + SUBWAY + WALK
4D3BEC3F28079D29,42.3743392537052,-71.1196643114636,42.3425491373795,-71.0742144938786,50.2,7448,38.1,6253,3,WALK + BUS,38.3,6050,3,BICYCLE + BUS + WALK
4D4BBFD2016E66EE,42.3425491373795,-71.0742144938786,42.3474062052521,-71.0867841495565,14.3,1886,20.7,1959,3,WALK + TRAM,14.3,1886,1,BICYCLE
4D537571F78CED27,42.368605242482,-71.0993018560566,42.40449,-71.123413,41.6,6244,35,6341,5,WALK + SUBWAY + BUS,33.1,6332,5,BICYCLE + SUBWAY + WALK + BUS
4D62CE48A21C1FA0,42.3621312344991,-71.0911560058594,42.3622417865092,-71.0831107199192,8.7,1027,12.3,785,1,WALK,8.7,1027,1,BICYCLE
4D8CDEFAF17E7023,42.3417808913719,-71.0398701650411,42.352052,-71.07036,32.3,4513,21.3,3728,5,WALK + BUS + SUBWAY + TRAM,26,3532,3,BICYCLE + BUS + WALK
4DA621F415C3A54C,42.339123726,-71.069713831,42.3465200399841,-71.0806577654512,13.6,1751,22.7,2801,5,WALK + BUS,13.6,1751,1,BICYCLE
4DAB7D5D0B05141B,42.3595732010904,-71.1012947559357,42.369931,-71.073526,20.6,3487,30.9,5684,5,WALK + BUS + TRAM,20.6,3487,1,BICYCLE
4DE133B450F16403,42.351356,-71.059367,42.339194,-71.06975,19.1,2017,18.7,2318,3,WALK + BUS,17.1,2067,3,BICYCLE + BUS + WALK
4DE744D990EAA02B,42.366277,-71.09169,42.36507,-71.1031,13.3,1316,17.1,2326,2,WALK + SUBWAY,13.3,1316,1,BICYCLE
4E1F958B7A5CE12E,42.351158381,-71.073498607,42.338514601786,-71.0740408301354,21.4,2093,11.6,2359,4,WALK + BUS,13.3,2276,6,BICYCLE + BUS + WALK
4E36A2A3D0D9FCDD,42.3556012132793,-71.1039447784424,42.3488038228339,-71.0823690891266,26.5,2861,22.5,3755,5,WALK + BUS,21.1,3035,3,BICYCLE + BUS + WALK
4E9BC229BA863ADD,42.3446506288783,-71.0973250122697,42.352261,-71.123831,18.6,2949,16.4,3049,2,WALK + BUS,11.1,2841,3,BICYCLE + BUS + WALK
4ED7E892462C8AC7,42.3474062052521,-71.0867841495565,42.341332,-71.076847,13,1552,15.4,1594,3,WALK + BUS,13,1552,1,BICYCLE
4EE3BFA20434BD7F,42.357143,-71.050699,42.3440405100164,-71.0573762655258,18.2,2239,19.5,2708,3,WALK + BUS,18.2,2239,1,BICYCLE
4F24C6AACA7336A6,42.3494260989252,-71.0620995984391,42.363564989894,-71.1004418404809,45,5355,27.6,4792,4,WALK + TRAM + BUS,26,4911,5,BICYCLE + TRAM + WALK + BUS
4F65C801D35793FC,42.3401224269664,-71.1207056381045,42.3313701680432,-71.1268836054569,11.4,1656,10.7,1997,4,WALK + BUS + TRAM,11.4,1656,1,BICYCLE
4F693A40FFD15A66,42.343749,-71.062256,42.310579,-71.107341,39.6,6371,35.7,7178,3,WALK + SUBWAY,30.8,7112,3,BICYCLE + SUBWAY + WALK
4F6C7193B46B8B88,42.3556012132793,-71.1039447784424,42.3621312344991,-71.0911560058594,11.6,1356,10.1,1615,3,WALK + BUS,11.6,1356,1,BICYCLE
4F827285E434662A,42.3660879738868,-71.0863360390977,42.3641265899667,-71.0873863200095,1.3,274,4.8,313,1,WALK,1.3,274,1,BICYCLE
4F8F7AFA2263CC2D,42.378965,-71.068607,42.3612572164654,-71.0652874410152,25.9,3162,30.3,3187,3,WALK + BUS,25.9,3162,1,BICYCLE
4F9EDB3E53533DB9,42.3742671352493,-71.100264787674,42.3742671352493,-71.100264787674,0.1,172,0.3,172,1,WALK,0.1,172,1,BICYCLE
4FEC8703D9F46553,42.3576624788988,-71.1084133386612,42.368605242482,-71.0993018560566,17.4,2171,19,1585,3,WALK + BUS,13.3,2169,3,BICYCLE + BUS + WALK
4FF0764F35229FEA,42.379011,-71.119945,42.3912097191586,-71.1226075516061,16.6,1973,7.6,1967,3,WALK + BUS,11.6,2178,3,BICYCLE + BUS + WALK
4FFB1CF288073D65,42.351356,-71.059367,42.3509614442122,-71.0778281092644,22.8,1859,10.5,2011,3,WALK + BUS,15.1,1912,3,BICYCLE + TRAM + WALK
4FFF5BF0E6DF5008,42.3817508,-71.0839523,42.365673,-71.064263,24.9,3359,22.6,3127,3,WALK + TRAM,20.6,3187,3,BICYCLE + TRAM + WALK
500D81E131B621DE,42.3719772596339,-71.0758584738323,42.3659943286744,-71.095222216145,18.4,2801,24.7,2968,3,WALK + BUS,18.4,2801,1,BICYCLE
50337DE54FDBDDAC,42.364676714,-71.059205294,42.344827,-71.028664,38,4842,23.7,5096,3,WALK + BUS,24.8,4453,3,BICYCLE + BUS + WALK
503AFA3FE1279410,42.3508268066909,-71.0898108780384,42.3511419825475,-71.0732924938202,14.9,1690,12.1,1861,4,WALK + TRAM + BUS,14.9,1690,1,BICYCLE
506A83E88DCEAA6B,42.4001680485379,-71.144569630942,42.3940722366589,-71.1113369464874,21.4,3683,28.9,3114,3,WALK + SUBWAY,21.4,3683,1,BICYCLE
50EC81D83EF34AEB,42.3425491373795,-71.0742144938786,42.3446506288783,-71.0973250122697,19,2970,28.2,5358,4,WALK + BUS,19,2970,1,BICYCLE
50ED98099BB87350,42.3803233504542,-71.1087861285523,42.3810014303805,-71.1040252261319,4.7,923,9.3,611,1,WALK,4.7,923,1,BICYCLE
50FFE647D3DDF992,42.3346289305598,-71.1040791776759,42.3365855545612,-71.0988699646623,9,945,4.9,563,3,WALK + TRAM,9,945,1,BICYCLE
513D6B0771FF799A,42.373268,-71.118579,42.3829443017227,-71.1244983103825,11.9,1558,14.3,1534,3,WALK + BUS,11.9,1558,1,BICYCLE
5141C3161D2B4106,42.344742247728,-71.0764816217579,42.3553350194126,-71.0582291708306,25.3,2726,16.9,2410,3,WALK + SUBWAY,20.4,4086,3,BICYCLE + SUBWAY + WALK
51571433B417E280,42.346604228,-71.080951333,42.3803233504542,-71.1087861285523,54.2,6069,48.7,5646,3,WALK + BUS,29.2,5621,5,BICYCLE + BUS + WALK
51631BAB86B73076,42.3508268066909,-71.0898108780384,42.363564989894,-71.1004418404809,21.1,1802,8,1849,2,WALK + BUS,13.9,2358,3,BICYCLE + BUS + WALK
517372F03FEAE534,42.3359589794331,-71.0462289956104,42.3502102,-71.0446705,20.4,2435,15,3042,4,WALK + BUS,20.4,2435,1,BICYCLE
51859A7061D5DCA9,42.3499282823006,-71.0773920686643,42.3446506288783,-71.0973250122697,18.3,2383,14.9,2386,5,WALK + TRAM + BUS,18.3,2383,1,BICYCLE
51AA4120DDFB9117,42.357753094652,-71.1039340496063,42.3565609230894,-71.1416753754929,27.8,4514,32.5,4985,3,WALK + BUS,27.8,4514,1,BICYCLE
51B28C43BE064273,42.34949599514,-71.1005759239197,42.340835,-71.0816197,22.5,2765,23.7,2105,3,WALK + TRAM,17.6,2355,3,BICYCLE + BUS + WALK
51BF9B4A5B89BAD4,42.3643558902798,-71.0695936904267,42.3436658245146,-71.0858237743378,25.5,3811,27.6,4340,4,WALK + SUBWAY + TRAM,25.5,3811,1,BICYCLE
51DED50C0F1DF8AB,42.3278431747869,-71.1253622174263,42.3278431747869,-71.1253622174263,0.1,102,0.3,102,1,WALK,0.1,102,1,BICYCLE
51DF782B95494F5E,42.3581,-71.093198,42.372076579154,-71.0899543390588,19.1,2257,22.2,2188,3,WALK + BUS,19.1,2257,1,BICYCLE
520D734F0A35AE6C,42.347345233,-71.105332255,42.33392270137,-71.1044650898293,17.5,2540,23,2240,3,WALK + BUS,17.5,2540,1,BICYCLE
